Date;Activity;Details;Time;Involved People
2021-02-19;English;;00:04:00;
2021-02-19;Eat,Feed cats;;01:11:24;Mother,Father
2021-02-20;Sleep;;08:06:46;
2021-02-20;Videogames;Pubg;01:09:49;
2021-02-20;Videogames;Pubg;00:49:47;
2021-02-20;University;Summarize ASI;00:25:31;
2021-02-20;Eat,Order and Cleanliness;;01:33:02;Mother,Father
2021-02-20;Videogames;Pubg Cheats;00:51:39;
2021-02-20;University;Summarize ASI;02:37:09;
2021-02-20;Training;;00:20:17;
2021-02-20;Eat,Order and Cleanliness,Serie;Alias JJ;02:05:41;Mother,Father
2021-02-21;English;;00:25:53;
2021-02-21;Sleep;;08:22:22;
2021-02-21;English;;01:43:12;
2021-02-21;Eat at uncle's house;;03:11:09;Mother,Father,Hector,Person x,Person y
2021-02-21;University;Summarize ASI,Practice ASI;03:24:03;
2021-02-21;English;;00:38:45;
2021-02-21;Eat,Order and Cleanliness;;01:10:09;Mother,Father
2021-02-22;Sleep;;09:02:35;
2021-02-22;Coffee;;00:10:45;Mother,Father
2021-02-22;Do Certificate to travel to córdoba;;00:19:15;Mother
2021-02-22;University;Summarize ASI;01:25:03;
2021-02-22;Preparin to Final Exam;ASI;00:24:16;
2021-02-22;Eat;;00:51:31;Mother,Father
2021-02-22;University;Final Exam ASI;04:05:25;
2021-02-22;Travel to Cordoba Preparation;;02:26:39;Mother,Father
2021-02-22;Travel to Cordoba Preparation;;00:34:20;
2021-02-22;Eat,Download Mother's travel certificate;;01:36:03;Mother,Father
2021-02-22;Sleep;;04:08:59;
2021-02-24;Travel to Córdoba;;27:15:24;Mother
2021-02-24;Sleep;;05:19:37;
2021-02-24;Eat;;00:21:31;Mother
2021-02-24;Shopping;;02:45:00;Mother
2021-02-24;Relax,Buy phone credit,Bring bag for fix;;00:25:39;Mother
2021-02-24;Eat;;00:37:34;Mother
2021-02-24;Preparation of stuff for move,Park pick up;;05:21:29;Mother
2021-02-25;Eat;;00:53:58;Mother
2021-02-25;Sleep;;08:15:42;
2021-02-25;Unsuscribe to fibertel;;02:00:00;Mother
2021-02-25;Unsuscribe to epec,shopping;;01:08:03;
2021-02-25;English;;00:29:15;
2021-02-25;Preparation of stuff for move;;02:13:35;Mother
2021-02-25;Eat;;00:40:00;Mother
2021-02-25;Preparation of stuff for move;;05:30:00;Mother
2021-02-25;Eat;;01:00:00;Mother
2021-02-26;Sleep;;07:05:36;
2021-02-26;Move stuff;;01:02:45;Mother,Person A,Person B,Person C
2021-02-26;English;;02:53:47;
2021-02-26;Paint apartament;;02:33:57;Mother
2021-02-26;Eat;;00:46:44;Mother
2021-02-26;Sleep;;01:10:19;
2021-02-26;Paint apartament;;01:20:21;Mother
2021-02-26;English;;00:14:21;
2021-02-26;Paint apartament;;03:04:17;Mother,Nick,July
2021-02-26;Eat;;01:00:00;Mother
2021-02-27;Paint apartament;;02:03:26;Mother
2021-02-27;Sleep;;07:56:07;
2021-02-27;Suscribe to courses;;01:26:19;
2021-02-27;Paint apartament;;01:42:04;Mother
2021-02-27;Shower;;00:34:26;
2021-02-27;Paint apartament;;02:54:48;Mother,Nick
2021-02-27;Eat;;02:12:03;Mother
2021-02-28;English;;03:23:06;
2021-02-28;Sleep;;08:57:21;
2021-02-28;English;;00:40:00;
2021-02-28;Paint apartament;;02:10:33;Mother
2021-02-28;Eat,English;;01:42:04;Mother
2021-02-28;English;;00:25:07;
2021-02-28;Sleep;;01:37:55;
2021-03-01;English;;04:45:36;
2021-03-01;Sleep;;07:43:44;
2021-03-01;English;;02:00:00;
2021-03-01;Prepare apartament for take it off;;04:25:21;Mother
2021-03-01;Eat;;00:12:33;Mother
2021-03-01;Prepare apartament for take it off;;00:26:48;Mother
2021-03-01;English;;00:19:19;
2021-03-01;Shower;;00:29:30;
2021-03-02;Socialize;Eat in Nick's apartament;03:10:00;Mother,Nick,Lucy,July
2021-03-02;Sleep;;08:15:29;
2021-03-02;Unsuscribe to internet;;02:00:00;Mother
2021-03-02;Eat;;00:42:00;Mother
2021-03-02;Apartament inspection;;00:45:00;Mother,Person A
2021-03-02;Socialize,Eat;;03:00:00;Mother,Scarlett
2021-03-02;English;;01:52:49;
2021-03-03;Sleep;;07:52:14;Mother
2021-03-03;Take off apartament;;09:55:53;Mother
2021-03-05;Travel to Sarmiento;;30:42:59;Mother
2021-03-05;Eat;;00:25:58;Mother,Father
2021-03-05;Sleep;;07:52:30;
2021-03-05;Alcraneo;Mix;01:53:10;Frank
2021-03-05;Eat,Feed Addison's dog;;01:13:47;Mother,Father,Addison
2021-03-05;Alcraneo;Mix;01:13:16;Frank
2021-03-05;Unload stuff from pickup;;00:40:01;Mother,Father
2021-03-05;Music;Practice digitation;02:05:48;
2021-03-05;Music;Practice digitation;01:12:45;
2021-03-05;Eat,Order and Cleanliness;;00:49:07;Mother,Father
2021-03-06;Music;Practice digitation;00:38:45;
2021-03-06;Sleep;;08:40:53;
2021-03-06;Organize college;Build sessions;01:45:52;
2021-03-06;Eat;;00:50:00;Mother,Father,Lucy
2021-03-06;Portfolio Developing;TimeAdministrator Project;02:52:36;
2021-03-06;Shower;;00:24:51;
2021-03-06;Training;;00:31:51;
2021-03-06;Hair cut;;00:36:00;Mother
2021-03-06;Music;Learn songs;00:53:43;
2021-03-06;Eat,Order and Cleanliness;;00:46:22;Mother,Father
2021-03-07;Sleep;;08:04:26;
2021-03-07;Coffee;;00:35:16;Mother,Father
2021-03-07;Farm;;02:03:32;Father,Hector
2021-03-07;English;No electric light;00:21:31;
2021-03-07;Portfolio developing;TimeAdministrator Project;00:17:03;
2021-03-07;Eat;;00:54:44;Mother,Father,Addison
2021-03-07;Portfolio developing;TimeAdministrator Project;02:59:21;
2021-03-07;Training;;01:05:22;
2021-03-07;English;;01:14:03;
2021-03-07;Eat,Order and Cleanliness;;01:21:16;Mother,Father
2021-03-08;Portfolio developing;TimeAdministrator Project;00:31:18;
2021-03-08;Sleep;;07:51:30;
2021-03-08;Portfolio developing;TimeAdministrator Project;02:36:12;
2021-03-08;Eat,Order and Cleanliness;;00:40:00;Mother,Father
