Date;Activity;Details;Time;Involved People
2020-10-25;College;Summarize ASI;02:44:18;
2020-10-25;Eat;;01:28:04;
2020-10-25;College;Summarize ASI;01:35:44;
2020-10-26;Sleep;;08:26:08;
2020-10-26;College;Organize;00:21:14;
2020-10-26;Eat;;00:39:14;
2020-10-26;College;Summarize ASI;01:46:51;
2020-10-26;Eat;;01:34:22;
2020-10-26;College;Summarize ASI;01:31:17;
2020-10-26;College;Theoretical exam 2 ASI;02:09:21;
2020-10-26;Eat;;00:24:14;
2020-10-26;College;Practice SSL;01:04:14;
2020-10-26;Eat;;00:54:48;
2020-10-26;College;Practice SSL;00:22:44;
2020-10-27;Sleep;;08:27:15;
2020-10-27;College;Practice SSL;00:16:43;
2020-10-27;Eat;;00:37:08;
2020-10-27;Training;;00:21:07;
2020-10-27;College;Practice SSL;01:08:52;
2020-10-27;Eat;;00:34:36;
2020-10-27;College;Practice SSL;02:32:52;
2020-10-27;College,Training,Eat,English;Virtual classes PPR;03:42:08;
2020-10-27;College;Summarize SSL;01:36:57;
2020-10-28;Videogames,Eat;;01:02:14;
2020-10-28;Sleep;;07:36:55;
2020-10-28;Eat;;01:18:14;
2020-10-28;College;Exam 2 SSL;02:15:00;
2020-10-28;Eat;;00:58:55;
2020-10-28;College;Practice ASI;01:25:17;
2020-10-28;Artificial intelligence study;;00:53:08;
2020-10-28;Eat;;00:36:00;
2020-10-28;Artificial intelligence study,English;;01:27:56;
2020-10-28;Eat;;00:30:00;
2020-10-28;Artificial intelligence study;;00:06:07;
2020-10-28;Videogames;;00:36:00;
2020-10-29;Sleep;;08:00:00;
2020-10-29;College;Project SSL;02:21:42;
2020-10-29;Eat,College;Project SSL;00:50:32;
2020-10-29;College;TPI SSLProject SSL;02:07:07;
2020-10-29;Videogames;;00:17:52;
2020-10-29;College,Eat;;01:42:33;
2020-10-29;Videogames,Eat;;00:13:02;
2020-10-29;College;Project SSL;01:38:04;
2020-10-29;College;Exam 3 ASI;02:49:56;
2020-10-30;Eat,Videogames;;01:17:03;
2020-10-30;Sleep;;08:38:42;
2020-10-30;College;Project SSL;02:20:09;
2020-10-30;Eat;;00:33:44;
2020-10-30;College;Project SSL;01:09:25;
2020-10-30;College;Recuperative Project AED;02:32:08;
2020-10-30;College,Eat;Virtual classes PPR;02:34:54;
2020-10-30;College;Recuperative Project AED;00:41:35;
2020-10-31;Sleep;;08:31:20;
2020-10-31;College;Recuperative Project AED;01:48:39;
2020-10-31;Eat,Videogames;;00:53:40;
2020-10-31;College;Exam 2 PPR;02:37:40;
2020-10-31;College;Practice PPR;01:49:45;
2020-10-31;Eat,Videogames;;01:10:26;
2020-10-31;Shower;;00:13:50;
2020-10-31;College;Project 3 PPR;02:48:14;
2020-11-01;Eat,Videogames;;01:25:18;
2020-11-01;Sleep;;08:39:11;
2020-11-01;College;Project 3 PPR;01:31:07;
2020-11-01;Eat;;00:45:47;
2020-11-01;College;Project 3 PPR;00:28:54;
2020-11-01;Eat;;00:43:35;
2020-11-01;College;Project 3 PPR;04:13:16;
2020-11-01;Eat;;01:13:21;
2020-11-01;College;Project 3 PPR;00:44:16;
2020-11-01;Videogames;;00:21:32;
2020-11-01;Artificial intelligence study;;00:10:05;
2020-11-02;Sleep;;07:53:15;
2020-11-02;College;Project 3 PPR;00:43:06;
2020-11-02;Eat;;00:55:51;
2020-11-02;College;Project 3 PPR;04:12:53;
2020-11-02;Eat;;01:00:20;
2020-11-02;College;Project 3 PPR;01:54:03;
2020-11-02;College;Project SSL;00:44:49;
2020-11-02;College,Eat;Summarize ASI;01:05:37;
2020-11-02;Videogames;;00:14:54;
2020-11-03;Sleep;;08:09:51;
2020-11-03;College;Summarize PPR;01:30:00;
2020-11-03;Eat;;01:34:30;
2020-11-03;Videogames;;00:10:39;
2020-11-03;College;Summarize ASI;00:27:50;
2020-11-03;Eat;;00:49:01;
2020-11-03;College;Survey 5 y 6 PPR;00:46:28;
2020-11-03;Videogames;;00:24:03;
2020-11-03;College;Summarize SSL;01:23:46;
2020-11-03;Eat,Videogames;;01:22:24;
2020-11-03;College;Summarize ASI;01:09:56;
2020-11-04;Videogames;;00:49:12;
2020-11-04;Sleep;;08:12:04;
2020-11-04;Shower;;00:29:53;
2020-11-04;College;Project 3 PPR;00:45:44;
2020-11-04;Eat;;01:36:32;
2020-11-04;College;Project 3 PPR;02:28:46;
2020-11-04;Eat;;01:24:02;
2020-11-04;College;Project 3 PPR;01:50:42;
2020-11-04;Eat;;00:33:57;
2020-11-05;College;Project 3 PPR;00:40:52;
2020-11-05;Sleep;;08:17:33;
2020-11-05;College;Project 3 PPR;01:21:13;
2020-11-05;Eat;;00:33:00;
2020-11-05;College;Project 3 PPR;02:27:16;
2020-11-05;College,Training;Virtual classes SSL;00:44:18;
2020-11-05;Eat;;00:44:39;
2020-11-05;College;Project 3 PPR;02:21:52;
2020-11-05;College;Virtual classes ASI;01:03:56;
2020-11-05;College;Project 3 PPR;00:17:52;
2020-11-05;Eat;;00:55:48;
2020-11-05;College;Project 3 PPR;00:19:02;
2020-11-06;Videogames;;00:48:00;
2020-11-06;Sleep;;08:43:31;
2020-11-06;College;Project 3 PPR;01:52:29;
2020-11-06;Eat;;00:48:12;
2020-11-06;College;Summarize ASI;03:06:34;
2020-11-06;Eat;;01:09:55;
2020-11-06;College,Training,English;Virtual classes PPR;02:09:10;
2020-11-06;College;Summarize ASI;01:26:43;
2020-11-07;Eat;;00:52:27;
2020-11-07;Sleep;;07:21:00;
2020-11-07;College;Summarize ASI;00:27:56;
2020-11-07;Eat;;00:15:38;
2020-11-07;College;Summarize ASI;01:42:11;
2020-11-07;Eat;;00:40:39;
2020-11-07;College;Summarize ASI;02:35:53;
2020-11-07;Eat;;00:54:27;
2020-11-07;Arrange desktop;;01:18:14;
2020-11-07;College;Summarize ASI;01:03:24;
2020-11-08;Eat,Training;;01:03:30;
2020-11-08;Sleep;;08:05:43;
2020-11-08;Coffee;;00:17:03;
2020-11-08;College;Summarize ASI;01:22:16;
2020-11-08;Shower;;00:49:43;
2020-11-08;Eat;;00:10:21;
2020-11-08;College;Summarize ASI;00:11:33;
2020-11-08;Eat;;02:00:06;
2020-11-08;College;Summarize ASI;02:27:11;
2020-11-08;Training,Eat;;02:20:42;
2020-11-08;College;Summarize ASI;01:33:29;
2020-11-09;Sleep;;08:06:21;
2020-11-09;College;Summarize ASI;02:05:43;
2020-11-09;Eat;;00:37:45;
2020-11-09;College;Summarize ASI,Recuperative exam 1 ASI;03:19:09;
2020-11-09;Training,Shower,Procrastination;;01:35:03;
2020-11-09;College;Organize;00:29:10;
2020-11-09;Eat;;01:20:46;
2020-11-10;Sleep;;08:05:52;
2020-11-10;Pay taxes;;00:13:12;
2020-11-10;College;Summarize SSL;01:01:19;
2020-11-10;Eat;;00:54:00;
2020-11-10;College;Summarize SSL;00:53:56;
2020-11-10;Eat,Procrastination;;00:52:14;
2020-11-10;College;Summarize SSL;01:52:03;
2020-11-10;Eat;;00:57:20;
2020-11-10;College;Virtual classes PPR;02:10:00;
2020-11-10;College;Project ASI,Summarize SSL;00:49:24;
2020-11-10;Eat;;00:48:44;
2020-11-11;Videogames;;00:14:57;
2020-11-11;Sleep;;07:28:18;
2020-11-11;College;;01:50:43;
2020-11-11;Eat,College;Virtual classes SSL;00:49:04;
2020-11-11;Eat,Shower,College;Theoretical recuperative exam 1 SSL;01:40:12;
2020-11-11;Videogames;;00:21:39;
2020-11-11;College;Project ASI,Project 3 PPR;01:00:15;
2020-11-11;Eat;;00:31:19;
2020-11-12;College;;00:39:29;
2020-11-12;Sleep;;07:54:23;
2020-11-12;Videogames,Coffee;;00:28:18;
2020-11-12;College;Summarize ASI;00:55:09;
2020-11-12;Videogames;;00:30:00;
2020-11-12;Shower;;00:16:04;
2020-11-12;College;Summarize ASI;00:40:00;
2020-11-12;Eat;;00:46:18;
2020-11-12;College;Practice ASI;01:55:12;
2020-11-12;Eat;;01:15:00;
2020-11-12;College;Recuperative Exam 3 ASI;02:38:09;
2020-11-12;Relax;;00:23:09;
2020-11-12;College;Project ASI;00:27:41;
2020-11-13;Videogames;;00:14:09;
2020-11-13;Sleep;;07:19:48;
2020-11-13;Videogames;;00:26:58;
2020-11-13;Coffee;;00:17:30;
2020-11-13;College;Project 3 PPR;00:19:46;
2020-11-13;Artificial intelligence study,Economy study;;00:40:00;
2020-11-13;Eat;;00:26:00;
2020-11-13;Artificial intelligence study,Economy study;;01:41:19;
2020-11-13;Eat;;00:30:40;
2020-11-13;Artificial intelligence study;;02:39:15;
2020-11-13;Videogames;;00:28:34;
2020-11-13;Training,Eat;;02:11:09;
2020-11-13;College,Music;Virtual classes PPR;01:07:30;
2020-11-13;Eat;;00:25:42;
2020-11-13;College;Practice PPR;00:25:54;
2020-11-13;Videogames;;00:12:59;
2020-11-14;Sleep;;08:04:59;
2020-11-14;Eat;;01:19:06;
2020-11-14;College;Practice PPR;02:37:25;
2020-11-14;Eat;;00:56:00;
2020-11-14;Videogames,Relax;;00:57:14;
2020-11-14;College;Recuperative exam 2 PPR;01:23:22;
2020-11-14;Artificial intelligence study;;00:50:04;
2020-11-14;Eat;;00:20:16;
2020-11-14;Artificial intelligence study;;02:23:39;
2020-11-15;English;;00:14:38;
2020-11-15;Videogames;;00:24:07;
2020-11-15;Videogames;;08:04:12;
2020-11-15;Eat;;00:30:00;
2020-11-15;Artificial intelligence study;;02:03:25;
2020-11-15;Videogames;;00:35:41;
2020-11-15;Artificial intelligence study;;00:20:42;
2020-11-15;Artificial intelligence study;;01:19:13;
2020-11-15;Artificial intelligence study;;02:24:45;
2020-11-15;Training,Eat;;01:51:03;
2020-11-15;Videogames;;00:19:54;
2020-11-16;Sleep;;07:53:32;
2020-11-16;Eat;;01:10:45;
2020-11-16;Artificial intelligence study;;02:04:09;
2020-11-16;Eat;;01:06:43;
2020-11-16;Artificial intelligence study,English;;04:39:10;
2020-11-16;English;;00:37:43;
2020-11-16;Artificial intelligence study;;00:11:12;
2020-11-16;Eat;;01:00:00;
2020-11-16;Artificial intelligence study;;00:10:07;
2020-11-17;College;;00:20:52;
2020-11-17;Sleep;;08:04:52;
2020-11-17;Artificial intelligence study;;02:10:03;
2020-11-17;Eat;;00:44:19;
2020-11-17;Artificial intelligence study;;02:30:00;
2020-11-17;Training,Eat;;01:30:00;
2020-11-17;Artificial intelligence study,English;;00:52:12;
2020-11-17;Pay multigym;;00:28:31;
2020-11-17;Artificial intelligence study,English;;00:36:27;
2020-11-17;Eat;;01:18:31;
2020-11-18;Videogames;;00:14:47;
2020-11-18;Sleep;;07:41:45;
2020-11-18;Eat;;01:43:41;
2020-11-18;Artificial intelligence study,English;;01:07:39;
2020-11-18;Eat;;00:55:00;
2020-11-18;Artificial intelligence study;;02:50:00;
2020-11-18;Eat;;00:48:37;
2020-11-18;Artificial intelligence study;;00:23:15;
2020-11-18;Assemble multigym;;02:42:47;
2020-11-18;Eat;;00:30:35;
2020-11-19;Sleep;;07:44:03;
2020-11-19;Eat;;01:40:43;
2020-11-19;Artificial intelligence study,English;;01:56:25;
2020-11-19;Eat;;00:42:56;
2020-11-19;Videogames,Relax;;00:46:50;
2020-11-19;English,Videogames;;02:26:37;
2020-11-19;Eat;;01:17:13;
2020-11-19;Videogames,Artificial intelligence study;;00:18:48;
2020-11-19;Shower;;00:35:30;
2020-11-19;Artificial intelligence study;;01:33:31;
2020-11-20;Videogames;;00:35:12;
2020-11-20;Sleep;;07:17:50;
2020-11-20;Artificial intelligence study;;01:42:14;
2020-11-20;Artificial intelligence study;;00:49:46;
2020-11-20;Artificial intelligence study;;02:59:05;
2020-11-20;Eat;;00:36:14;
2020-11-20;Videogames;;00:28:13;
2020-11-20;Training;;01:09:28;
2020-11-20;Videogames;;00:20:00;
2020-11-21;Eat;;01:19:22;
2020-11-21;Sleep;;09:52:14;
2020-11-21;Coffee;;00:08:45;
2020-11-21;Work;;03:10:29;
2020-11-21;Eat;;00:40:00;
2020-11-21;Work;;04:24:53;
2020-11-21;Eat;;00:41:09;
2020-11-21;Work,Artificial intelligence study;;02:19:07;
2020-11-22;Eat;;01:16:18;
2020-11-22;Videogames;;00:12:43;
2020-11-22;Sleep;;07:40:04;
2020-11-22;Eat,Coffee;;00:48:55;
2020-11-22;College;Sumamrize ASI;01:43:29;
2020-11-22;Work;;01:23:03;
2020-11-22;Eat;;01:23:25;
2020-11-22;Work;;01:28:45;
2020-11-22;Videogames;;00:14:22;
2020-11-22;College;Summarize AED;00:27:32;
2020-11-22;Economy study;;01:01:40;
2020-11-22;Training,Eat;;02:12:10;
2020-11-23;Work;;00:40:00;
2020-11-23;Sleep;;07:58:44;
2020-11-23;Eat,Coffee;;01:22:23;
2020-11-23;College;Sumamrize ASI;02:06:34;
2020-11-23;Work;;00:09:35;
2020-11-23;Eat;;01:54:33;
2020-11-23;College;Sumamrize ASI;02:03:26;
2020-11-23;Work;;01:02:03;
2020-11-23;College;Sumamrize ASI;01:18:17;
2020-11-24;Eat;;01:17:24;
2020-11-24;Sleep;;07:28:47;
2020-11-24;College;Sumamrize ASI;00:25:40;
2020-11-24;Eat;;00:40:08;
2020-11-24;College;Sumamrize ASI;01:36:48;
2020-11-24;Work;;00:19:39;
2020-11-24;Eat;;01:01:56;
2020-11-24;Work;;01:54:57;
2020-11-24;College;Sumamrize ASI;01:16:31;
2020-11-24;Training;;01:32:38;
2020-11-24;Eat;;00:08:29;
2020-11-24;College;Sumamrize ASI;00:16:50;
2020-11-24;Eat;;01:10:39;
2020-11-24;Sleep;;08:28:54;
2020-11-25;Eat;;01:27:23;
2020-11-25;College;Sumamrize ASI;01:34:29;
2020-11-25;Eat;;01:15:16;
2020-11-25;College;Sumamrize ASI;03:47:30;
2020-11-25;Eat;;00:35:01;
2020-11-25;Work;;01:05:17;
2020-11-26;Eat;;01:42:42;
2020-11-26;Sleep;;08:30:00;
2020-11-26;Eat;;01:05:19;
2020-11-26;College;Sumamrize ASI;01:53:22;
2020-11-26;Work;;00:10:00;
2020-11-26;Eat;;00:45:47;
2020-11-26;Work;;01:16:00;
2020-11-26;College;Sumamrize ASI;02:10:05;
2020-11-26;Training,Eat;;01:51:12;
2020-11-26;College;Sumamrize ASI;00:53:33;
2020-11-27;Eat;;01:34:23;
2020-11-27;Sleep;;08:19:22;
2020-11-27;Eat;;01:10:00;
2020-11-27;College;Sumamrize ASI;00:45:00;
2020-11-27;College;Sumamrize ASI;01:17:36;
2020-11-27;Eat,Coffee;;01:09:47;
2020-11-27;College;Sumamrize ASI;01:51:18;
2020-11-27;Work;;01:31:22;
2020-11-27;College;Sumamrize ASI;00:45:38;
2020-11-27;Videogames;;00:25:33;
2020-11-27;Eat;;01:18:12;
2020-11-28;Work;;00:17:13;
2020-11-28;Sleep;;07:50:30;
2020-11-28;Eat;;01:11:00;
2020-11-28;College;Sumamrize ASI;01:59:38;
2020-11-28;Videogames;;00:17:28;
2020-11-28;Work;;00:35:00;
2020-11-28;Eat;;00:29:50;
2020-11-28;Work;;01:28:11;
2020-11-28;College;Sumamrize ASI;02:00:03;
2020-11-28;Eat;;01:01:10;
2020-11-28;College;Sumamrize ASI;01:34:35;
2020-11-29;Eat,Serie;;01:48:53;
2020-11-29;Sleep;;08:08:00;
2020-11-29;Coffee;;00:10:44;
2020-11-29;College;Sumamrize ASI;01:34:17;
2020-11-29;Eat;;00:29:51;
2020-11-29;College;Sumamrize ASI;00:45:52;
2020-11-29;Eat;;00:54:05;
2020-11-29;Videogames;;00:14:41;
2020-11-29;College;Sumamrize ASI;01:17:53;
2020-11-29;Eat;;00:20:06;
2020-11-29;College;Sumamrize ASI;02:03:55;
2020-11-29;College;Sumamrize ASI;00:19:39;
2020-11-29;Work;;01:05:09;
2020-11-29;Eat;;00:27:09;
2020-11-29;Work;;00:44:53;
2020-11-30;Feed cats,Order and Cleanliness;;00:42:49;
2020-11-30;Sleep;;07:26:12;
2020-11-30;Eat;;00:46:51;
2020-11-30;College;Sumamrize ASI;01:34:52;
2020-11-30;Eat;;01:22:18;
2020-11-30;College;Final exam ASI;02:32:22;
2020-11-30;College;Final exam ASI;00:25:36;
2020-11-30;Work;;01:41:00;
2020-11-30;Work;;00:08:26;
2020-11-30;Eat;;00:26:00;
2020-11-30;Work;;02:46:47;
2020-11-30;Eat;;00:58:28;
2020-12-01;Sleep;;08:45:00;
2020-12-01;Work;;00:22:06;
2020-12-01;College;Summarize AED;00:52:09;
2020-12-01;Seek package from MercadoLibre;;00:22:39;
2020-12-01;College;Summarize AED;00:43:16;
2020-12-01;Eat;;01:00:00;
2020-12-01;College;Summarize AED;02:01:32;
2020-12-01;Training,Eat,Coffee;;02:26:01;
2020-12-01;College;Summarize AED;01:00:05;
2020-12-01;Eat;;00:50:02;
2020-12-02;College;Summarize AED;00:33:27;
2020-12-02;Sleep;;08:31:27;
2020-12-02;Eat;;00:42:00;
2020-12-02;College;Summarize AED,Practice AED;01:52:01;
2020-12-02;Videogames;;00:07:30;
2020-12-02;Eat;;00:49:00;
2020-12-02;Videogames;;00:56:04;
2020-12-02;College;Final exam PPR;00:38:35;
2020-12-02;College;Summarize AED,Practice AED;04:30:38;
2020-12-02;Eat;;00:26:36;
2020-12-02;College;Summarize AED;00:12:00;
2020-12-03;Sleep;;07:32:48;
2020-12-03;College;Final exam AED;06:35:23;
2020-12-03;Videogames;;00:19:55;
2020-12-03;Shower;;00:20:46;
2020-12-03;Work;;02:33:07;
2020-12-03;Eat;;00:46:14;
2020-12-03;Work;;01:45:11;
2020-12-03;Eat;;00:34:04;
2020-12-04;Work;;00:51:55;
2020-12-04;Sleep;;09:27:05;
2020-12-04;Statistics study;;01:52:29;
2020-12-04;Eat;;01:10:45;
2020-12-04;Wor;;03:04:44;
2020-12-04;Eat,Setup pc;;01:37:21;
2020-12-04;Work;;01:16:46;
2020-12-04;Training;;00:37:56;
2020-12-04;Work;;00:14:15;
2020-12-05;Eat;;01:09:50;
2020-12-05;Work;;00:15:08;
2020-12-05;Sleep;;08:05:41;
2020-12-05;Coffee,Chat with mother;;00:17:00;Mother
2020-12-05;Programs and updates;;02:52:17;
2020-12-05;Work;;00:17:26;
2020-12-05;Eat,Cook,Order and Cleanliness;Fried eggs;01:50:02;
2020-12-05;Work,Finances;;02:45:21;
2020-12-05;Eat;;00:36:53;
2020-12-05;Work;;02:59:35;
2020-12-05;Eat;;00:33:19;
2020-12-06;Work;;00:29:19;
2020-12-06;Sleep;;08:15:00;
2020-12-06;Work;;03:27:25;
2020-12-06;Eat;;00:40:00;
2020-12-06;Work;;01:17:21;
2020-12-06;Training;;01:26:34;
2020-12-06;Work;;00:32:52;
2020-12-06;Work;;00:18:00;
2020-12-06;Eat;;01:06:49;
2020-12-06;Work;;02:06:28;
2020-12-06;Work;;00:19:08;
2020-12-07;Sleep;;07:36:32;
2020-12-07;Coffee;;00:09:12;
2020-12-07;College;Summarize ASI,Practice ASI;01:51:50;
2020-12-07;Eat;;01:00:50;
2020-12-07;College;Summarize ASI;02:15:55;
2020-12-07;Eat;;01:03:22;
2020-12-07;College;Summarize ASI;01:40:08;
2020-12-07;Statistics study;;01:08:10;
2020-12-08;Eat;;00:45:00;
2020-12-08;Statistics study;;00:10:47;
2020-12-08;Sleep;;07:40:00;
2020-12-08;College;Summarize ASI;01:04:01;
2020-12-08;Eat;;00:46:47;
2020-12-08;College;Practice ASI;00:45:45;
2020-12-08;Statistics study;;00:35:44;
2020-12-08;Videogames;;00:16:22;
2020-12-08;Eat,Statistics study;;01:26:19;
2020-12-08;Shower;;00:33:03;
2020-12-08;College;Summarize ASI;03:01:21;
2020-12-08;Work;;00:16:00;
2020-12-08;Eat;;01:00:00;
2020-12-09;Sleep;;07:54:07;
2020-12-09;Coffe;;00:22:03;
2020-12-09;College;;01:49:32;
2020-12-09;Eat;;00:54:23;
2020-12-09;College;Summarize ASI;01:53:32;
2020-12-09;Statistics study;;00:38:27;
2020-12-09;Shower,Eat;;00:30:10;
2020-12-09;Statistics study;;00:41:54;
2020-12-09;College;Practice ASI;01:11:38;
2020-12-09;Eat;;00:42:31;
2020-12-10;Statistics study;;00:38:50;
2020-12-10;Sleep;;08:45:00;
2020-12-10;Coffee;;00:20:18;
2020-12-10;College;Practice ASI;01:51:05;
2020-12-10;Eat,Order and Cleanliness,Coffee;;01:13:33;
2020-12-10;College;;01:59:05;
2020-12-10;Eat;;00:27:21;
2020-12-10;College;Summarize ASI;01:19:16;
2020-12-10;Statistics study;;00:12:57;
2020-12-11;Eat,Order and Cleanliness;;01:36:22;
2020-12-11;Sleep;;09:15:15;
2020-12-11;College;Summarize ASI;01:11:46;
2020-12-11;Eat;;01:11:23;
2020-12-11;College;Practice ASI,Summarize ASI;01:54:08;
2020-12-11;Eat;;01:05:06;
2020-12-11;Eat,Farm;;01:03:45;
2020-12-11;College;Summarize ASI;00:37:16;
2020-12-12;English;;00:28:02;
2020-12-12;Sleep;;08:00:00;
2020-12-12;College;Summarize ASI;00:18:00;
2020-12-12;Eat,Coffee;;00:15:00;
2020-12-12;College;Practice ASI;01:22:17;
2020-12-12;Eat;;01:12:01;
2020-12-12;Videogames;;00:24:01;
2020-12-12;College;Practice ASI;01:29:53;
2020-12-12;Eat;;00:51:52;
2020-12-12;College;Practice ASI;01:23:48;
2020-12-12;Eat;;00:53:40;
2020-12-13;Sleep;;09:13:16;
2020-12-13;College;Practice ASI;01:45:45;
2020-12-13;Videogames;;00:45:40;
2020-12-13;English;;00:43:00;
2020-12-13;Eat;;01:33:56;
2020-12-13;College,English;;02:20:21;
2020-12-13;English;;00:36:07;
2020-12-13;College;Practice ASI;01:01:12;
2020-12-13;Videogames;;00:22:47;
2020-12-14;Eat,Order and Cleanliness;;01:50:51;
2020-12-14;Sleep;;08:06:06;
2020-12-14;Eat,Coffee;;00:31:01;
2020-12-14;College;Summarize ASI;00:39:00;
2020-12-14;Eat;;00:40:00;
2020-12-14;College;Final exam ASI 2nd intent;02:36:49;
2020-12-14;English;;00:40:00;
2020-12-14;Eat;;00:40:00;
2020-12-14;English;;00:26:56;
2020-12-14;Statistics study;;01:53:30;
2020-12-14;Statistics study;;00:13:22;
2020-12-14;Eat,Order and Cleanliness;;00:45:39;
2020-12-15;Statistics study;;00:17:36;
2020-12-15;Sleep;;07:23:22;
2020-12-15;Statistics study;;01:09:26;
2020-12-15;Eat;;00:27:01;
2020-12-15;Statistics study;;01:48:55;
2020-12-15;Statistics study;;00:22:00;
2020-12-15;Eat;;01:10:00;
2020-12-15;Videogames;;00:47:23;
2020-12-15;Statistics study;;01:45:46;
2020-12-15;Farm;;02:10:29;
2020-12-15;Statistics study;;01:36:45;
2020-12-16;Eat;;01:36:01;
2020-12-16;Sleep;;08:00:00;
2020-12-16;Eat,Coffee;;00:11:29;
2020-12-16;Portfolio developing;Project TimeAdministrator;02:22:17;
2020-12-16;Eat;;00:36:50;
2020-12-16;Videogames;;00:30:00;
2020-12-16;Portfolio developing;Project TimeAdministrator;02:37:16;
2020-12-16;Training;;00:50:00;
2020-12-16;Portfolio developing;Project TimeAdministrator;03:02:26;
2020-12-17;Eat;;00:58:56;
2020-12-17;Portfolio developing;Project TimeAdministrator;00:17:16;
2020-12-17;Videogames;;00:12:35;
2020-12-17;Sleep;;08:40:00;
2020-12-17;Portfolio developing,English;Project TimeAdministrator;02:16:02;
2020-12-17;Shower;;00:20:44;
2020-12-17;Eat;;00:36:12;
2020-12-17;Videogames;;00:23:00;
2020-12-17;Setup pc;;01:09:28;
2020-12-17;Portfolio developing;Project TimeAdministrator;01:41:06;
2020-12-17;Training;;00:57:02;
2020-12-17;Videogames;;00:39:06;
2020-12-17;Portfolio developing;Project TimeAdministrator;01:42:04;
2020-12-17;Eat,Setup pc;;01:32:50;
2020-12-18;Sleep;;07:49:12;
2020-12-18;Coffee,Setup pc;;00:21:00;
2020-12-18;Portfolio developing;Project TimeAdministrator;02:20:58;
2020-12-18;Eat;;00:33:33;
2020-12-18;Portfolio developing;Project TimeAdministrator;01:31:05;
2020-12-18;Training;;01:00:48;
2020-12-18;Eat,Videogames;;01:07:25;
2020-12-18;Portfolio developing;Project TimeAdministrator;02:06:11;
2020-12-18;Eat;;01:02:33;
2020-12-19;Videogames;;00:22:57;
2020-12-19;Socialize;;04:43:25;Medelyn,Mia,Tatiana,Finn
2020-12-19;Sleep;;07:00:00;
2020-12-19;Portfolio developing;Project TimeAdministrator;01:12:54;
2020-12-19;Eat;;01:00:00;
2020-12-19;Portfolio developing;Project TimeAdministrator;01:36:47;
2020-12-20;Socialize;;11:21:25;Tiana,Medelyn,Mia,Raymond,Ethan,Julian,Taylee,Vincent,Maya,Nery
2020-12-20;Sleep;;06:32:33;
2020-12-20;Eat;;00:46:27;
2020-12-20;Videogames;;00:29:52;
2020-12-20;Portfolio developing,English;Project TimeAdministrator;02:42:00;
2020-12-20;Videogames;;00:33:08;
2020-12-20;Training,Eat;;01:34:14;
2020-12-20;Eat;;02:00:00;
2020-12-21;Videogames;;00:13:43;
2020-12-21;Sleep;;09:10:00;
2020-12-21;Portfolio developing;Project TimeAdministrator;01:17:01;
2020-12-21;Eat;;00:37:50;
2020-12-21;Videogames;;00:42:55;
2020-12-21;Portfolio developing,English;Project TimeAdministrator;02:01:14;
2020-12-21;Training,Eat,Shower;;01:33:43;
2020-12-21;Portfolio developing;Project TimeAdministrator;00:41:21;
2020-12-21;Portfolio developing;Project TimeAdministrator;00:43:39;
2020-12-22;Eat;;01:02:59;
2020-12-22;Portfolio developing;Project TimeAdministrator;00:12:09;
2020-12-22;Sleep;;08:51:07;
2020-12-22;Portfolio developing;Project TimeAdministrator;00:56:28;
2020-12-22;Find for father to farm;;00:32:08;Father
2020-12-22;Portfolio developing;Project TimeAdministrator;00:12:00;
2020-12-22;Eat,Order and Cleanliness,Coffee;;01:07:16;
2020-12-23;Eat,Order and Cleanliness;;00:43:59;
2020-12-23;Databases study;MySql;00:48:18;
2020-12-23;Sleep;;08:30:00;
2020-12-23;Coffee;;00:10:54;
2020-12-23;Databases study;MySql;02:08:33;
2020-12-23;Eat,Order and Cleanliness;;01:25:57;
2020-12-23;Videogames;;00:22:22;
2020-12-23;Databases study;MySql;00:52:34;
2020-12-23;Music;;00:15:55;
2020-12-23;Music;;00:45:19;
2020-12-23;Socialize;;01:51:37;Emmett,Miam,Raymond
2020-12-23;Databases study;MySql;00:50:07;
2020-12-23;Music;;00:39:42;
2020-12-23;Trainnig;;00:36:29;
2020-12-24;Eat;;01:21:47;
2020-12-24;Databases study;MySql;00:12:00;
2020-12-24;Sleep;;10:00:00;
2020-12-24;Databases study;MySql;01:37:59;
2020-12-24;Eat,Order and Cleanliness;;00:52:56;
2020-12-24;Videogames;;00:29:08;
2020-12-24;Databases study;MySql;00:57:40;
2020-12-24;Portfolio developing;Project TimeAdministrator;01:40:55;
2020-12-25;Eat;;02:43:09;
2020-12-25;Videogames;;00:25:09;
2020-12-25;Socialize;;04:12:14;Emmet,Medelyn,Mia,Tatiana,Raymond,Rowan,Riley,Freya,Lucy,Tiana
2020-12-25;Sleep;;07:31:49;
2020-12-25;Portfolio developing;Project TimeAdministrator;00:49:08;
2020-12-25;Eat;;01:02:12;
2020-12-25;Portfolio developing;Project TimeAdministrator;01:48:02;
2020-12-25;Videogames;;00:24:06;
2020-12-25;Portfolio developing;Project TimeAdministrator;00:23:33;
2020-12-26;Eat,Order and Cleanliness,Film;;02:22:48;
2020-12-26;Portfolio developing;Project TimeAdministrator;00:15:39;
2020-12-26;Sleep;;09:37:44;
2020-12-26;Portfolio developing;Project TimeAdministrator;01:03:41;
2020-12-26;Eat,Videogames,Coffee;;02:01:33;
2020-12-26;Portfolio developing;Project TimeAdministrator;03:04:01;
2020-12-26;Training;;00:47:44;
